preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
CuriousStrings,0.758332,0,0.816666,0.50692,2,0.808333,0,0.77,1.975,0.336266,-11.6267,0.71333,-0.02,2,0.93,2.20059,0,1,0.473333,0.138592,-1,-1,0,0.786667,0.696667,0.15,0.636667,0.223334,1,0,0,0,0,0,1,0,,,,,
Vertigo,0.758333,0,0.96,1.06667,1,0,0,0,0,0.847133,2.98666,1.19333,-0.0474786,2,0.920157,1.65,0,2,-0.0116366,0,0.306667,-1,0,0.244466,0.0966666,0,0,0,1,0,0,0,0,0,0,1,,,,,
SquareSaw,0.2,0,0.82,0.166667,1,0.158333,0.308333,0.866667,0.358333,0.9118,-12.8,1.42,0.04,1,1,0,0,0,0.146667,0,-4.56969e-09,-1,0,0.183333,0.376667,0.22,0.943333,0.093333,0.979909,0.318,1,0,0,0,1,0,,,,,
BathSuds,0,1.41667,0,0,1,0,0,0.793333,0.133333,0.889167,-15.36,1.5,0.00666668,0,0.7629,0,0,-1,0.166667,0,-1,-1,0,0.676666,0.886667,0,0.623333,0.223958,1,0,0,0,0,0,0,1,,,,,
BathSuds2,0,1.41667,0,0,1,0,0,0.793333,0.133333,0.934434,-15.36,1.5,0.0333333,1,0.7629,0,0,0,0.166667,0,-1,-1,0,0.146667,0.663333,0,0.623333,0.223958,1,0,0,0,0,0,0,1,,,,,
DanceFloor,0.18333,0,0.923333,0.36667,2,0,0,0,0,0,1.28003,0.0333333,0.033333,1,0.7529,0.95,0,-1,-0.34,0,-0.533333,-1,0,1,0,0,0.623333,0,1,0.246,0,0,1,0,1,0,,,,,
DryRain,0.266667,0,0.863333,1.075,2,0.116667,0.400001,0.85,0.649997,0.666066,-11.4134,0.933333,0.02,0,0.666824,1.80098,0,1,0.353333,0.285582,-0.326667,-1,0,1,1,0.176666,0.94,0.216667,1,0,0,0.0233333,0,-12,0,1,,,,,
DryRain2,0.266667,0,0.863333,1.125,2,0.116667,0.400001,0.143333,0.649997,0.666066,-11.4134,0.933333,0.02,0,0.666824,1.80098,0,1,0.353333,0.285582,-0.326667,-1,0,1,1,0.176666,0.94,0.216667,1,0,0,0.0233333,0,-12,0,0,,,,,
Sinking,0.2,0.683333,0,0.166667,1,0.158333,0.308333,0.656667,0,0.808333,-13.12,1.30032,0.0866667,2,1,2.55787,0,0,0.506667,0.226786,-0.673333,-1,0,0.313333,0.986666,0.22,0.943333,0.093333,0.979909,0.318,1,0.06,0,0,0,1,,,,,
SquareSaw2,0.2,0,0.82,0.166667,1,0.158333,0.308333,0.866667,0.358333,0.9118,-12.8,1.42,-0.00666666,1,1,0,0,0,0.02,0,-4.56969e-09,-1,0,0.403333,0.4,0.22,0.943333,0.093333,0.979909,0.318,1,0,0,5,1,0,,,,,
SineOff,0,0,0.896666,0,0,0.133333,0,0.97,1.975,0,1.8133,-0.5,0.00666667,0,0.733333,0,0,1,0.473333,0.529167,-1,-1,0,0,0,0,0.636667,0,1,0,0,0.703333,1,0,2,0,,,,,
SineOff2,0,0,0.896666,0,0,0.133333,0,0.97,1.975,0,1.8133,-0.5,0.00666667,0,0.733333,0,0,1,-0.426667,0.256184,-1,-0.426667,0,0,0,0,0.636667,0,1,0.426,0,0,1,7,2,0,,,,,
Formant,0.266667,0,0.863333,0.124997,1,0.116667,0.400001,0.0666667,0.649997,0.666066,-7.68003,0.933333,0.00666667,0,0.666824,1.80098,0,1,0.353333,0.285582,-1,-1,1,0.643333,1,0.176666,0.94,0.216667,1,0,0,0.01,0,-12,0,1,,,,,
SoftasGlass,1.10833,0,0.99,1.15,1,0,0,0.09,1.35,0.534308,13.8667,0.121575,0.033333,1,0.8129,0.8,0,1,0.0666667,0,-0.586666,-1,0,0.536667,0.41,0.24,0.623333,0.187292,1,0,0,0,0,0,0,1,,,,,
SoftnLow4,0.999997,0,0.99,1.04167,1,0,0,0.09,1.35,0.534308,13.8667,1.30824,0.033333,1,0.8129,5.95,0,0,0.0666667,0,-0.733333,-1,0,0.103333,0.423333,0.24,0.623333,0.187292,1,0,0,0,0,0,0,1,,,,,
Flare,1.075,0.275006,1,1.02358,2,0.991667,0,0.0200004,1.26667,0.031926,-14.4,-0.404357,0.00545931,2,0.739566,0,0,0,0.101697,0,0.393333,0.626667,0,1,1,0.746667,0.88,0.333333,1,0,0,0.02,1,0,1,1,,,,,
Flare2,1.2,0.275006,1,1.02358,2,1.14167,0,0.0200004,1.26667,0,-9.92,-0.286667,0.012126,2,0.8229,0,0,0,-0.118303,0.121792,-1,-1,0,0.973333,0.973333,0.21,0.88,0.333333,1,0,0,0.02,1,0,1,1,,,,,
ExBrewery,1.08333,0,0.88,1.16667,2,0,0,0.09,1.35,0.0363747,13.8667,0.901575,-0.0200003,2,0.796233,1.85,0,-1,0.0666667,0.151191,-1,-1,0,1,1,0.54,0.623333,0.223959,1,0,0,0,0,0,0,1,,,,,
ExBrewery2,1.18333,0,0.99,1.23334,1,0,0,0.09,1.35,0.097808,13.8667,0.801575,0.013333,1,0.7529,0.95,0,-1,0.0666667,0,-0.586666,-1,0,0.536667,0.996667,0.54,0.623333,0.223959,1,0,1,0,0,0,0,1,,,,,
SteelWind,0.2,1.56509,0,1.65,3,0.058333,0.191667,0,0.175,0.957067,11.9467,0.793333,-1,2,0.416667,1.075,0,0,-1,0,-1,-0.466667,0,0.416667,1,0,0.943333,0,0.979909,0,0,0,0,-12,0,1,,,,,
Trimplets,0.174984,0.54701,0.39,1.2676,3,0.155467,0.991667,0,0.136767,0.840666,-10.88,1.40667,0.04,2,0.705853,0.45,0,0,0.706667,0,0.726667,-0.93454,0,0.804068,0.913333,0,0.947145,0.293333,0.936667,0,0,0,0,0,0,1,,,,,
Clipper,0.174984,1.2,0,0.9426,3,0.155467,0,0.566667,1.48677,0.685466,7.25333,0.773334,0.04,1,0.81252,4.125,5,0,0.72,0.377976,-0.08,-0.93454,0,0.804068,0.483333,0,0.947145,0.293333,0.936667,0,0,0,0,0,0,1,,,,,
Backlit,0.174984,0,0.786667,0.9426,1,0.155467,0,0.0566667,1.48677,0.856833,2.66667,0.54,0.04,1,0.81252,4.025,4,0,-0.2,0.272983,-0.32,-0.93454,0,0,0.483333,0,0.947145,0.293333,0.936667,0,0,0,0,7,1,1,,,,,
Galaxy,0.208333,0,0.84,1.26525,2,0,0,0,1.975,0.733967,-13.2267,1.14667,0.06,2,0.756233,2.675,1,1,-3.10739e-07,0.230986,-1,-1,0,0.953333,0.983333,0,0,0,1,0,0,0.0266667,0,0,0,0,,,,,
Greatness,0.141666,0,0.9,0.173583,1,0.175,0,0.933333,0.458333,0.682233,16,-0.38,0.0333333,2,0.8829,2.15,0,-1,0.661697,0,-0.653334,-0.313333,0,0.5,1,0,0.58,0,1,0,1,0.02,2,0,0,1,,,,,
Synth101,0.141666,0.825,0.663333,0.173583,1,0.175,0.908333,0.0233333,0.458333,0.604633,12.6933,0.366667,0.0333333,2,0.749567,0,0,-1,0.661697,0,-1,-1,0,1,1,0,0.58,0,1,0,0,0,0,0,0,1,,,,,
Synth106,0.141666,0.825,0.663333,0.173583,1,0.175,0.908333,0.0233333,0.458333,0.604633,12.6933,0.366667,0.0333333,2,0.749567,0,0,0,0.661697,0,-1,-1,0,1,1,0,0.58,0,1,0,0,0.02,0,0,0,1,,,,,
Midnight,0.0333333,1.65834,0,1.37359,0,0.0916667,0.575,0.76,2.5,0.873,1.13386,-0.284357,0.0133333,0,0.480315,7.5,1,0,-0.24497,0,-0.446667,-1,0,1,1,0,0.88,0.236666,1,0,0,0,0,0,0,1,,,,,
Bulge,0.208333,1.24168,0,0.623587,2,0,0.808333,0,1.975,0.9312,4.58663,1.06667,-0.0400003,1,0.8129,0.375,0,-1,0.386667,0,1,-1,0,1,0.243333,0.2,0.636667,0.263334,1,0,0,0,0,0,0,0,,,,,
Elusive,0.441666,0.250003,0.873333,0.173583,0,0.45,0.291667,0.796666,0.458333,0.0873,12.9764,-0.38,-0.0466667,0,0.8829,2.15,0,2,0.128363,0,-0.653334,-0.313333,0,0.5,1,0,0.58,0,1,0,0,0,1,8,0,1,,,,,
Istanbul,0.441666,0.250003,0.873333,0.173583,1,0.45,0.291667,0.796666,0.458333,0.0873,12.9764,-0.38,-0.0466667,0,0.8829,2.15,0,1,0.661697,0,-0.653334,-0.313333,0,0.5,1,0,0.58,0,1,0,0,0.02,2,0,0,1,,,,,
MyMopar,0.183333,0,0.843334,0.840254,2,0.05,0,0.52,1.975,0.7857,-13.0134,0.626663,0.14,2,0.479567,2.9,0,0,0.28,0.104993,-1,-0.58,0,0.466667,0.556667,0,0,0,1,0,1,0,0,0,1,1,,,,,
ShakeShiver,0.133333,0,0.88,0.6,3,0.625,0,0.3,0.541664,0.796207,2.57267,-0.205302,0.0125214,2,0.720157,2.825,0,-1,0.733333,0.310781,-1,-1,0,0.507799,0.876214,0,0,0,1,0,1,0,0,11,1,1,,,,,
Andromeda,0.208333,1.2,0,0.990254,2,0,0,0.663333,1.975,0.194,1.1733,0.373333,-0.0133333,2,0.9129,2.65,0,0,-0.060001,0.256184,-1,-1,0,0.9,0.713333,0,0.636667,0,1,0,0,0.01,0,0,1,1,,,,,
StartingPoint,0.208333,0,0.933333,1.20692,0,0,0,0.893333,1.975,0.148733,-13.12,1.09333,0.0266667,0,0.8129,0,0,0,-0.433334,0,-1,-1,0,1,0.9,0,0.636667,0,1,0,0,0,0,0,2,0,,,,,
Nauseating,0.383333,0.713973,0.96,0.466667,0,1,1.04167,0.0433333,0.799997,0.870574,4.706,0.288031,0.0458548,2,0.93349,1.35,0,-1,0.11503,0.877745,-0.5,-1,0,0.904466,0.876214,0,0,0,1,0.354,1,0,0,0,1,1,,,,,
Early7,0.175,0.433343,0.736667,0,1,0.0833333,0.116667,0.179999,1.975,0.9215,9.06666,0.373333,0.2,1,0.6829,0.4,0,0,1,0,0.726667,-1,0,0.683333,0.716667,0,0,0,1,0.264,1,0,1,2,1,1,,,,,
SinkEm1,0.733333,0,0.843334,0.998587,2,0.05,0,0.126667,1.975,0.7857,-13.0134,0.626663,0.14,2,0.756233,2.45,2,0,0.28,0,-0.306667,-1,0,0.796667,0.556667,0,0,0,1,0,1,0,0,0,1,1,,,,,
InTheDark,0.483333,0,0.406667,1.025,2,0.108334,0,0.03,0.65833,0.679,0.226001,0.561364,0.132521,2,0.636823,2.45,0,0,0.0333333,0,0.0333333,-1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,,,,,
Hmmm,0.283333,0.8,0,0.841667,2,0.233334,0,0.453334,0.824997,0.796207,1.29267,-0.205302,-0.000811933,2,0.73349,1.35,0,0,-0.52,0,-0.76,-1,0,0.804466,0.509547,0,0,0,1,0,1,0,0,-9,1,1,,,,,
MetalWonder,0.15,0.42501,0.466666,0.806923,0,0.116667,0.224997,0.946667,1.33333,0.731542,-13.5467,1.48714,1,0,0.725302,2.075,0,1,-0.0983033,0.197388,-1,-1,1,0.14,0.653334,0,0.88,0,1,0,0,0,0,12,0,1,,,,,
MetalWonder2,0.15,0.42501,0.466666,0.806923,0,0.116667,0.224997,0.946667,1.33333,0.731542,-13.5467,1.48714,1,0,0.601969,2.075,0,1,-0.438303,0.197388,-1,-1,1,0.14,0.653334,0,0.88,0,1,0,0,0,0,3,0,1,,,,,
Clank,0.15,1.10001,0,0.806923,0,0.116667,0.224997,0.946667,1.33333,0.168942,-2.66667,1.48714,1,0,0.798635,2.075,0,2,-0.438303,0.197388,-1,-1,1,0.14,0.653334,0,0.88,0,1,0,0,0,0,3,0,1,,,,,
WoodenString,0.0333333,1.29168,0,0.715253,1,0,0.541666,0.446667,0.999997,0.508442,7.68,-0.319528,0.02,1,0.538635,0,0,0,0.406667,0,-1,-1,0,0.499999,0.503333,0,0.88,0.183333,1,0,0,0,0,0,0,1,,,,,
Jello,0.15,0.691677,0,0.62359,1,0,0.566667,0.206667,1.33333,0.97,3.83997,0.26,0.02,1,0.568636,0,0,-1,0.00666667,0.499769,-0.506667,-1,0,0.843333,1,0,0.88,0,1,0,0,0,0,0,0,0,,,,,
DoubleMuug,0.15,0,0.886667,0.531923,1,0,1.01667,0.0966667,1.33333,0.97,7.8933,0.26,0.0333333,2,0.895302,0,0,-1,0.146667,0,0.5,-1,0,1,1,0,0.88,0,1,0.441,0,0,1,-12,0,0,,,,,
Hope,0.233333,1.24009,0,0.983334,1,0.158333,0.758333,0,0,0.8827,-9.81333,1.37333,0.0266667,0,0.416667,3.1,2,0,-0.28,0,-0.113334,-1,0,0.353333,0.783333,0,0.943333,0,0.979909,0,0,0,0,0,0,1,,,,,
Hope2,0.233333,1.24009,0.816667,1.025,1,0.158333,0.758333,0.756667,1.53333,0.8827,-9.81333,1.37333,0.0266667,0,0.653334,3.1,2,0,-0.28,0,-0.113334,-1,0,0.353333,0.783333,0,0.943333,0,0.979909,0,0,0,0,0,0,1,,,,,
CityLights,0.241663,0.183333,0.79,0.300003,2,0,0.308333,0,2.5,0.867341,1.60003,0.621575,-0.546667,2,0.846667,0.4,0,-1,0.573333,0,0.166667,0.633333,0,0.333333,0.886667,0.0233334,0.623333,0,1,0.363,0,0.02,2,2,1,1,,,,,
FMbroken,0.15,0.42501,0.386666,0.806923,0,0.116667,1.80833,0.786667,1.33333,0.699209,7.25333,0.373805,-0.00666667,0,0.725302,0.425,0,2,-0.0983033,0,-1,-1,0,0.14,0.653334,0.306667,0.88,0.333333,1,0,0,0,0,10,0,1,,,,,
Fanfare,0.266667,0,0.863333,0.124997,1,0.266667,0.283334,0,0.649997,0.488233,-12.2667,0.733333,2.14577e-08,0,0.666824,0,0,1,0.753333,0.184788,-1,-1,1,0.503333,0.993333,0.176666,0.94,0.216667,1,0,0,0.01,1,7,0,1,,,,,
Fanfare2,0.266667,0,0.863333,0.124997,1,0.266667,0.283334,0,0.649997,0.488233,-12.2667,0.733333,2.14577e-08,0,0.666824,0,0,1,0.573333,0.184788,-1,-1,1,1,0.993333,0.176666,0.94,0.216667,1,0,0,0.01,1,7,0,1,,,,,
Fanfare3,0.266667,0,0.863333,0.124997,1,0.266667,0.283334,0,0.649997,0.488233,-12.2667,0.733333,0.00666667,0,0.666824,0,0,1,0.573333,0.184788,-1,-1,1,0.643333,1,0.176666,0.94,0.216667,1,0,0,0.01,1,12,0,1,,,,,
Reflections,0.491663,0,0.89,1.1,2,0,0.858333,0.86,2.5,0.265941,4.9067,1.23491,0.033333,2,0.846667,1.95,2,0,0.24,0.176389,-1,-1,0,1,1,0.0233334,0.623333,0,1,0,0,0,0,0,0,0,,,,,
Reflections2,0.241663,0,0.89,0.775003,2,0,0.658333,0.143333,2.5,0.770341,11.0934,0.774908,0.033333,1,0.846667,0,2,0,0.24,0.176389,-1,-1,0,1,1,0.0233334,0.623333,0,1,0,0,0.0133333,0,0,0,0,,,,,
Fatsy,0.375,0.86667,0.82,0.575,2,0,0.541667,0.0866667,0.78333,0.582,-9.81333,0.326666,0.04,1,0.666824,0.35,0,0,-0.526667,0.109193,0.526667,-1,0,1,0.79,0.176666,0.95,0.216667,1,0,0,0,0,0,1,0,,,,,
NinnaNanna2,0.0333333,1.70001,0,1.44025,0,0.0916667,0.65,0.786667,1.225,0.488819,3.65354,-0.5,1,0,0.464567,2.53937,0,2,0.228346,0,0.56,-0.04,0,0.996667,0.99,0.0900004,0.88,0.053333,1,0,0,0,0,0,0,1,,,,,
NoNose,0.0333333,1.28334,0,0.73192,2,0.0916667,0.533334,0.173333,0.791667,0.389528,1.81837,0.38189,0.0551181,1,0.606299,2.12598,0,2,-0.720105,0.130192,-0.559055,-0.480315,0,0.787402,0.738294,0.036667,0.88,0.0999993,1,0,1,0,0,0,0,1,,,,,
Discovery,0.233333,1.70001,0,1.05692,2,0.266667,0.633333,0.23,1.175,0.817244,5.92126,0.224409,-0.0866142,0,0.511811,2.28937,0,2,0.00787402,0.0923942,-0.593333,0.166667,0,1,0.99,0.0900004,0.88,0.053333,1,0.096,1,0,0,6,2,0,,,,,
SnowFlakes,0.0333333,1.35834,0,1.04858,3,0,1.04167,0.19,0.983333,0.779055,5.66929,0.570866,0.0333333,2,0.448819,0,1,0,0.76378,0,-1,-1,0,1,0,0.130001,0.88,0.0933333,1,0,0,0,0,0,0,0,,,,,
Telepathic,0.233333,0.42501,0.763333,1.45692,2,0.116667,0,0.116667,1.33333,0.320909,10.2047,0.373805,0.02,1,0.795276,2.075,0,2,0.0933333,0.369577,-1,-1,0,0.983333,0.503937,0.153334,0.88,0.143333,1,0,0,0.163333,0,0,0,1,,,,,
WireSection,0.541667,0.456757,0.954555,1.1197,2,6.95688e-09,0.2506,1,0.191667,0.221947,0.246733,0.915255,0.0266667,2,0.5229,0.808204,0,0,0.20171,0.100793,-0.655246,-0.563504,0,1,1,0.0466237,0.177191,0.11997,0.979909,2.50448e-09,0,0,0,0,0,1,,,,,
AllWentRight,1.45543,2.12331,0.198251,0.83176,0,1.42457,0.916267,0.734796,0.115164,0.951912,7.81524,0.0116895,-0.67064,2,0.471706,3.67054,1,2,-0.242085,0.109894,0.422547,-0.893219,1,0.574374,0.120486,0.167338,0.276594,0.259571,1,0.0311368,0,0.814265,2,-2,0,1,,,,,
NebularHorizon,0.425395,1.75437,0.400458,1.11688,1,1.58137,1.20337,0.550304,1.11704,0.259685,2.77837,-0.14651,0.0866142,4,0.508372,1.73665,0,1,-1,0.147048,-0.0234787,-0.157506,0,0.410506,0.531758,0.158342,0.938376,0.149492,0.974126,0,0,0.0176174,0,0,2,1,,,,,
HorizonZ,0.985983,1.72514,0.684773,2.24649,1,0.746539,1.1086,0.37042,0.316401,0.580472,2.89764,0.413386,0.023622,2,0.519633,0.475,2,0,-0.491807,0.160727,0.503229,-0.758144,1,0.523658,0.413103,0.148329,0.0271213,0.0782263,0.958885,0,0,0,0,0,2,1,,,,,
TouchUp,0.436535,0.771398,0.854744,0.73602,1,0.196048,0.653142,0.206667,0.761521,0.702677,4.91339,-0.122047,-0.00787402,1,0.553675,0,1,0,0.796648,0,-1,-1,1,0.85948,0.164342,0.115101,0.146035,0.0772822,0.776707,0,0,0,0,0,0,0,,,,,
Witness,0.141667,1.40001,0,0.92359,1,0.233333,1.225,0.206667,1.35,0.521375,-9.95276,0.810289,0.0133333,1,0.544016,2.18504,0,-1,1,0.222586,-1,-0.126667,0,0.824467,0.823333,0,0.88,0,1,0,0,0.0333333,0,0,0,1,,,,,
Witness2,0.141667,1.65834,0,1.07359,1,0.2,1.41667,0,0.941667,0.710315,1.88976,0.019685,0.0708661,1,0.544016,2.18504,0,0,0.275591,0.222586,-1,-0.126667,0,0.598425,0.582677,0,0.88,0,1,0,0,0.0333333,0,0,0,0,,,,,
Veneziano,0.0333333,1.24168,0,0.640254,1,0.466667,0.408333,0.62,1.05,0.297874,-12.2205,1.27953,0.0266667,2,0.661417,0,0,0,0.228346,0.298181,-1,-1,0,0.275591,0.850394,0,0,0,1,0,0,0,0,0,0,1,,,,,
Thunderlike,0.131892,1.84825,0,1.20636,4,0.100357,0.666939,0.197408,2.41311,0.939854,-10.4567,0.0515714,-0.73964,3,0.685039,0,3,1,0.417323,0.123335,0.879342,-0.896173,0,0.133594,0.649719,0.142089,0.697132,0.519042,0.837128,0,0,0,0,-4,2,0,,,,,
SpaceVoice7,0.383333,0.713973,0.96,0.475,0,0.466667,0,0.11,0.799997,0.649213,10.2047,0.240157,0.0391881,2,0.93349,2.30315,0,-1,1,0.335979,-1,-1,0,0.904466,0.876214,0,0,0,1,0.345,0,0,1,-9,2,1,,,,,
SpaceVoice8,0.383333,0.713973,0.96,0.475,0,0.191667,0,0.13,0.799997,0.717953,4.15748,0.287402,0.0391881,2,0.559055,3.01181,0,-1,1,0.335979,-1,-1,0,0.904466,0.876214,0,0,0,1,0,0,0,1,0,0,1,,,,,
SineUs2,0.818343,1.40784,0.895805,1.34726,0,0.662599,1.66027,0.591156,2.36527,0.64008,3.90551,0.682208,0.023622,1,0.543307,2.3622,0,0,-1,0.33864,-0.864364,-0.774237,0,0.610737,0.481675,0.120304,0.957683,0.117605,0.97671,0.120266,1,0.0207145,2,0,0,1,,,,,
SequenceMe,0.108333,1.875,0,0.575,2,0,0.541667,0.0866667,0.78333,0.582,8.44094,0.326666,0.04,1,0.666824,0,5,0,-0.700787,0,-1,-1,0,0.92126,0.61,0.109999,0.95,0.11,1,0,0,0,0,0,0,0,,,,,
MidEvil,0.295671,0.0525263,0.887512,0.256203,2,0.408333,0,0.106978,1.42012,0.794331,0.377953,0.476378,-0.952756,0,0.786352,0,0,1,0.0987488,0.308238,-0.774062,-1,1,0.188976,0.121342,0.0937755,0.852255,0.0966585,1,0,1,0,1,8,2,1,,,,,
Perche,0.0333333,0.591677,0.72,0.823586,1,0,0.583333,0.300001,1.00833,0.489042,8.94488,-0.299528,-0.02,1,0.440945,0.45,0,0,-0.181102,0,-0.846667,-1,0,0.015748,0.76378,0,0.88,0.116666,1,0,0,0,0,0,0,1,,,,,
OneOfThose,0.15,0.7,0,0.124997,1,0.191667,0.366667,0,0.649997,0.496457,5.92126,1.12205,2.14577e-08,0,0.614173,0,0,0,0.0551181,0.520767,-1,-1,1,0.496063,0.993333,0.123333,0.94,0.103334,1,0,0,0,0,-5,0,0,,,,,
NoNose3,0.133333,1.28334,0,0.73192,2,0.141667,0.533334,0.173333,0.791667,0.389528,6.17323,0.38189,0.0551181,1,0.889764,2.12598,0,2,-0.637795,0.130192,-0.559055,-0.480315,0,0.787402,0.738294,0.036667,0.88,0.0999993,1,0,1,0,0,0,0,1,,,,,
Presenting,0.477869,0.816577,0.515426,0.485921,2,0.0175568,0.216938,0.949623,2.40669,0.619099,10.3255,0.960364,0.044853,1,0.512966,3.03228,2,0,-0.0451428,0.258372,0.820672,-0.745058,0,0.251315,0.844695,0,0.186716,0.114091,0.879844,0.264389,0,0.000991693,0,0,0,0,,,,,
FlowersHelp,0.358177,1.17408,0.63185,0.971077,2,0.334586,0.324481,0.181322,1.50401,0.595748,3.65354,-0.279528,-0.284728,2,0.496063,2.71654,0,0,0.622047,0.268783,-1,-1,0,0.46895,0.227906,0.0824013,0.384147,0.126809,0.886617,0,1,0,0,8,1,1,,,,,
FourSeasons,0.384509,0.433794,0,0.416667,3,0.411696,0.491666,0.572981,0.535753,0.0611024,-5.66929,-0.137795,0.0483797,2,0.700787,0,0,0,0.826772,0,-1,-1,0,0.46,0.889764,0,0.793868,0.136302,1,0,0,0,1,0,1,1,,,,,
Elektrocution2,0.0333333,0.92501,0,0.890254,1,0.05,0.408333,0.423333,0.266667,0.840718,4.3733,1.14,0.0266667,2,0.511811,2.77559,0,0,0.590551,0.298181,-1,-1,0,0.65,0.80315,0,0,0,1,0,0,0,0,0,0,1,,,,,
Duets,0.158333,0.673426,0,0.166667,1,0.116667,0,0.5,0.625,0.641575,5.92126,0.492126,0.023622,1,0.606299,0,0,0,-0.370079,0.151191,-0.573333,-1,0,0.79,0.834646,0,0.943333,0.163333,0.979909,0,0,0,0,-7,0,0,,,,,
NinnaNanna3,0.0333333,1.70001,0,1.05692,0,0.0916667,0.65,0.786667,1.225,0.113752,6.92913,-0.5,-0.0417848,0,0.590551,2.42126,0,2,0.574803,0,-0.52,0.32,0,0.996667,0.99,0.0900004,0.88,0.053333,1,0,0,0,0,0,0,1,,,,,
MidEvil2,0.295671,0.0525263,0.887512,0.256203,2,0.408333,0,0.106978,1.42012,0.794331,7.43307,0.476378,-0.952756,0,0.786352,2.06693,0,1,0.0987488,0.308238,-0.774062,-1,1,0.188976,0.121342,0.0937755,0.852255,0.0966585,1,0,1,0,1,8,2,1,,,,,
DreamGuitar2,0.141667,1.40001,0,0.915257,1,0.233333,1.125,0,0.125,0.521375,1.6378,0.523622,0.0133333,1,0.544016,2.18504,0,-1,1,0.222586,-1,-1,0,0.824467,0.823333,0,0.88,0,1,0,0,0,0,0,0,1,,,,,
Obnoxious,0,0.775006,0,0.398584,1,0.208334,0.225,0.236667,1.16667,0.282598,-13.7323,0.838583,-0.0447767,1,0.708661,1.475,3,-1,0.568871,0.062996,-1,0,1,0.897638,0.700787,0,0,0.087292,1,0,0,0,0,0,2,1,,,,,
Bliss,0.280603,2.47091,0.740895,0.432236,0,0.186591,0.383336,0.490983,1.06494,0.817244,13.2283,0.129921,-0.592388,2,0.566929,2.24409,0,0,0.0551181,0.175344,-0.6494,0.24,0,0.472441,0.677165,0.14885,0.363813,0.122139,0.914731,0.0268402,1,0,0,-3,0,1,,,,,
Blissfull,0.280603,2.47091,0.740895,0.432236,0,0.186591,0.383336,0.490983,1.06494,0.870709,12.4724,0.129921,-0.592388,2,0.566929,1.61909,0,0,0.0551181,0.175344,-0.6494,-0.373333,0,0.472441,1,0.14885,0.363813,0.122139,0.914731,0.0268402,1,0,0,-3,0,1,,,,,
Veneziano2,0.0233362,1.53112,0,1.39808,1,0,0,0,1.1561,0.801969,-9.36567,0.444882,-0.0301837,1,0.553675,2.30315,2,-1,-0.574803,0.239104,0.384297,-0.968172,1,0.757641,0.484919,0.122812,0.48861,0.132005,0.999856,0.0354428,0,0.00919025,0,0,0,1,,,,,
WoodsyFriends,0.204555,0.297448,0.350902,1.40874,1,0.771464,0.744424,0.975994,1.5722,0.957817,-5.652,0.524625,0.14583,1,0.685039,3.17572,0,2,-0.559893,0.542165,-0.33751,0.215563,0,0.819903,0.0326603,0.129013,0.216664,0.121674,1,0.0319834,0,0.249776,0,7,0,0,,,,,
ModernThird,0.0333333,1.28334,0,0.60692,2,0.0916667,0.533334,0.276666,0.791667,0.664488,9.44882,0.53937,0.995118,1,0.488189,2.12598,0,1,-0.779528,0.130192,-0.559055,-0.480315,0,0.787402,0.738294,0.036667,0.88,0.0999993,1,0,0,0,0,0,0,1,,,,,
ModernThird2,0.0333333,0.741673,0,0.60692,1,0.0916667,0.533334,0.276666,0.791667,0.664488,9.44882,0.53937,0.995118,1,0.488189,2.12598,0,1,-0.307087,0.130192,-0.559055,-0.480315,0,0,1,0.036667,0.88,0.0999993,1,0.069,0,0,0,0,0,1,,,,,
Storytime1,0.383333,1.28334,0,0.60692,1,0.408333,0.533334,0.276666,0.791667,0.565197,6.67717,-0.248031,0.995118,1,0.488189,2.12598,0,1,-0.307087,0.130192,-0.559055,-0.480315,0,0,1,0.036667,0.88,0.0999993,1,0,0,0,0,0,0,0,,,,,
RockinAway,0.0019763,0.684376,0.699133,0.271477,1,0,0,0.302688,0.641109,0.649213,1.6378,0.728346,0.023622,2,0.499213,0,2,-1,1,0,0.257027,-0.446352,0,0.543307,1,0,0.576407,0.0948622,1,0.426219,0,0,0,-12,0,1,,,,,
CorysKeys2,0.0595099,2.20046,0.655671,0.585822,2,0.503363,0.556561,0.966314,1.32742,0.565197,-7.2461,0.980315,0.261713,2,0.84252,0,0,0,0.440193,0,0.631328,-1,1,1,1,0.0808533,0.243868,0.072969,1,0,0,0,0,11,0,1,,,,,
Squeegie,0.233317,0.363677,0,0.267597,2,0.380467,0,0.583237,0.0784333,0.76378,6.18666,1.04331,0.0162203,3,0.382598,0,0,-1,-1,0,-1,-0.93454,0,1,0.851608,0.0133336,0.947145,0.0600003,0.936667,0.132,0,0.0133333,0,2,0,1,,,,,
