preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
Metamorphosis2,0.166538,0,0.842909,0.292633,0,0.209349,0.708077,0.845454,0.0254333,0.908898,-8.94488,0.649606,-0.361226,1,0.480315,0,2,1,0.385827,0,-0.314058,-0.264982,1,0.320647,0.685039,0.132826,0.611981,0.125889,1,0.129665,1,0,0,-7,1,0,,,,,
Metamorphosis3,0.166538,0,0.842909,0.292633,0,0.209349,0.708077,0.845454,0.0254333,0.908898,-8.94488,0.649606,-0.361226,1,0.480315,0,2,2,0.385827,0,-0.314058,-0.264982,1,0.320647,0.685039,0.132826,0.611981,0.125889,1,0.129665,1,0,0,-7,1,0,,,,,
Metamorphosis4,0.166538,0,0.842909,0.292633,0,0.209349,0.708077,0.845454,0.0254333,0.908898,-8.94488,0.649606,-0.361226,1,0.480315,0,2,2,0.385827,0,-0.314058,-0.264982,1,0.320647,0.685039,0.132826,0.611981,0.125889,1,0.129665,1,0,0,2,1,0,,,,,
BeBass,0.191667,1.08334,0,0.181921,0,0,0.216667,0.0400003,2.475,0.733228,5.16535,1.09055,-1,1,0.8129,1.77815,2,0,0.266667,0,-0.76,-1,0,0.68,0.676667,1,0,0,1,0.126,1,0.00666667,1,12,0,1,,,,,
DXish5b,0.15,1.125,0,0.641673,2,0,0.708333,0.363333,0.65,0.569875,5.16535,0.394908,-0.786666,1,0.662899,1.375,0,0,0.0666667,0,-0.833333,-1,1,0.97,0.353333,0.087729,0.623333,0.127292,1,0,0,0,0,-9,0,1,,,,,
Zenith,0.166667,1.70001,0,1.04858,0,0.0916667,0.65,0.733334,2.31667,0.779055,-7.1811,0.53937,0.0333333,0,0.535433,2.12598,1,1,0.291339,0,-0.246667,-1,0,1,0.99,0.223334,0.88,0.18,1,0,0,0,0,0,0,0,,,,,
Horror,0.16351,0.287117,0.738818,1.79591,1,1.26322,1.21484,0.690304,2.38228,0.367494,-16,1.27307,0.176898,2,0.496233,2.61305,2,0,-0.127442,0.240966,0.92827,0.215563,0,0.702937,0.122979,0.182318,0.945253,0.127262,0.901631,0.00160205,0,0,0,-2,0,0,,,,,
JustOpinions,0.70811,1.58779,0,0.762706,3,0.50047,0.141761,0.380883,1.14749,0.13748,1.6378,-0.185039,0.0454727,2,0.628557,2.24409,4,0,0.338583,0.827117,0.119731,0.172682,0,0.684798,1,0.204466,0.982291,0,0.831036,0.0987172,0,0.0109471,1,0,2,1,,,,,
EighthStop,0.333333,1.70001,0,0.340254,1,0.333333,0.65,0.786667,1.225,0.771417,-8.44094,0.523622,-0.00787402,1,0.448819,1.35827,0,0,-1,0,-0.666667,-1,0,0.590551,0.146667,0.133334,0.88,0.126666,1,0,0,0,0,0,0,1,,,,,
SandKeys,0.0629697,0.607354,0,0.35365,3,0.778973,1.41646,0.322451,1.34584,0.47962,-14.9921,-0.185039,0.0551181,0,0.496233,0.0839055,1,-1,0.637795,0.706696,-0.456804,-0.294105,0,0.682436,0.687668,0.104791,0.589768,0.135425,0.967659,0.163669,1,0.00284663,0,0,1,1,,,,,
SofterHue1,0.758333,1.66935,0.669479,0.274948,2,0.6,0.998467,0.200817,1.7406,0.236772,6.07745,0.114173,0.035448,1,0.839186,1.475,0,0,0.00787402,0.15539,-1,-1,0,1,0,0,0.687189,0.127656,1,0,0,0.00787402,0,-12,0,1,,,,,
SofterHue2,0.758333,1.66935,0.669479,0.274948,2,0.6,0.998467,0.200817,1.7406,0.572835,-9.19685,0.917323,0.035448,1,0.645669,1.475,0,0,-0.0551181,0.15539,-1,-1,0,0.566929,0.188976,0,0.687189,0.127656,1,0,0,0.00787402,0,-12,0,1,,,,,
ThereBrass,0.44267,2.44949,0.443801,0.398397,3,2.19543,0.672611,0.411498,0.656128,0.724765,-4.9921,0.563629,0.755134,1,0.628557,2.91627,0,2,1,0.309021,0.839709,0.1199,0,0.0704669,0.881542,0.158367,0.701141,0.119617,0.923971,0.151341,0,0.101039,0,4,1,0,,,,,
Voltss2,0.128514,0.84043,0.883333,0.250233,2,0.182064,0.725,0.196667,0.735487,0.0840157,1.88976,0.75953,0.0551181,1,0.464331,1.94882,0,-1,-0.0551181,0,-1,-0.173988,0,1,0,0.115487,0.474658,0.153841,0.901928,0.459,1,0,1,0,1,0,,,,,
OrganMetal,0.395994,1.27453,0.7824,0.542287,0,0.703344,1.39081,0.661054,1.35052,0.0890955,-11.1054,1.2583,-0.733686,2,0.40622,0,0,0,-0.739207,0,-0.566643,-0.701752,0,0.605071,0.0387169,0.125588,0.559491,0.0131816,0.742162,0.516362,0,0,0,-9,2,0,,,,,
OrganMetal2,0.179327,1.27453,0.7824,0.30062,0,0.286677,1.39081,0.661054,1.35052,0.343701,-11.1054,0.885827,-0.733686,2,0.40622,0,0,0,-0.739207,0,-0.566643,-0.701752,1,0.605071,0.0387169,0.125588,0.559491,0.0131816,0.742162,0.516362,1,0,0,-9,2,0,,,,,
Reverbed,0.560911,2.27383,0.997842,1.70274,1,2.07942,1.23569,0.166044,1.90711,0.654648,-15.9285,-0.340123,-0.0430594,2,0.23622,2.25797,4,1,-0.133858,0.125513,-0.145694,-0.211139,0,0.151946,0.0162149,0.127184,0.629845,1,0.830864,0.705012,1,0.0552286,2,0,1,0,,,,,
SandKeys2,0.0629697,0.607354,0,0.35365,3,0.778973,1.41646,0.322451,1.34584,0.47962,-14.9921,-0.185039,0.023622,2,0.496233,0.0839055,1,-1,0.637795,0.706696,-0.456804,-0.294105,0,0.682436,1,0.104791,0.589768,0.135425,0.967659,0.163669,1,0.00284663,0,0,1,1,,,,,
SoapSuds,0.153451,0,0.906667,0.42111,2,0,0.338241,0,2.14503,0.420079,14.4378,-0.122047,-0.00787402,2,0.471864,2.83465,2,1,0.748031,0.375872,-0.0352183,-0.806582,1,0.480315,0.622047,0,0.290631,0,0.931645,0.129952,0,0,0,0,1,1,,,,,
Titan,0.408658,0.570704,0.883333,0.950718,3,0.401828,0.612333,0.366847,2.45788,0.538575,1.9284,0.77937,0.0393701,2,0.695616,2.44705,4,0,0.75664,0.128659,-0.225254,-0.780656,0,0.0708661,1,0.0925957,0.171044,0.169055,1,0.081059,1,0,0,0,0,1,,,,,
12or24Clock,0.369647,0.598224,0,0.495535,2,0.284713,0.442514,0.210672,1.60664,0.595748,6.84262,0.454646,-0.00765644,2,0.724409,0,2,0,-0.14378,0.218386,-1,-1,0,1,1,0.0920949,0.985183,0.143977,0.98235,0,0,0,0,0,0,0,,,,,
OneMoreWish,0.15,1.70001,0,1.08192,0,0.158333,0.633333,0.181102,1.225,0.580472,8.69291,0.397638,0.02,1,0.467507,1.8,0,0,-0.0983033,0.289782,-1,-1,0,0.066667,0.0466667,0,0.88,0,1,0,0,0,0,0,0,1,,,,,
NinnaNanna6,0.15,0,0.893333,0.756924,0,0,0.55,0.27811,1.33333,0.256783,5.12003,-0.0450397,-0.0266667,1,0.57378,2.42126,0,2,-0.433071,0.121792,-0.98,0.053333,0,0.776667,0,0,0.88,0.21,1,0,0,0,0,0,0,1,,,,,
SweetStrings,0.545761,2.36318,0.856861,1.07669,2,0.641151,1.98598,0.887331,2.17555,0.404803,-7.79074,1.33963,-0.00586816,3,0.508871,5.86233,3,1,-0.811024,0,-1,-1,0,1,0.632864,0.0187729,0.411168,0.139172,1,0,0,0,0,-8,0,0,,,,,
RepairWaves,1.65457,1.34307,0.44044,1.73888,1,0.378595,2.28123,0.0835301,0.224708,0.94003,-14.9958,0.892024,-0.483221,2,0.362205,2.77559,1,2,0.183435,0.0662692,0.659409,0.557987,1,0.755582,0.603071,0.10197,0.215332,0.0830893,1,0.0407473,1,0.0673119,1,-3,1,1,,,,,
DirtyIsNice,0.211463,0.0783859,0.818342,0.34659,2,0.25,0,0.703333,2.29684,0.369779,-5.99095,0.980295,0.00120735,2,0.291339,6.71831,2,0,-1,0.212206,0.137628,-0.465379,0,1,1,0.0697699,0.558702,0.118253,1,0.447538,0,0.11,0,0,2,0,,,,,
Centipede,0.313742,1.11296,0.860928,0.989909,1,0.815233,0.733674,0.2035,0.676498,0.686676,11.3015,0.898716,0.363098,2,0.466614,3.82285,1,-1,0.961459,1.25463,-0.153948,0.463949,1,0.550482,0.469354,0.0959225,0.975581,0.062057,1,0.342,0,0,1,7,1,1,,,,,
Centipede2,0.313742,1.11296,0.860928,1.07324,1,0.815233,0.733674,0.2035,0.901498,0.828942,3.62155,0.645383,-0.00356915,2,0.466614,3.82285,1,-1,0.361459,1.25463,-0.153948,0.463949,0,0.550482,0.469354,0.0959225,0.975581,0.062057,1,0.222,0,0,1,0,0,1,,,,,
Mainstream,0.369647,0.598224,0,1.22887,2,0.32638,0.442514,0.210672,1.60664,0.145118,5.92126,0.334646,-0.00765644,2,0.582677,0,5,1,-0.275591,0.200745,0.416765,-0.608164,0,0.377953,0.858268,0.0920949,0.985183,0.143977,0.98235,0.136927,1,0,0,10,2,0,,,,,
Panic,0.15,0.691676,0,0.523587,2,0.15,0,1,1.975,0.649213,16,0.0511811,-0.04,0,0.471181,3.07087,1,0,1,0.881945,-0.906667,-1,0,1,0.95,0,0,0,1,0.204,0,0.0133333,0,0,0,1,,,,,
Childhood2,0.175,0.500003,0.923333,0.406916,1,0,0.375,0.22,0.866666,0.578767,4.73533,0.476378,0.0466667,2,0.819567,0,0,1,0.00787402,0,-1,-1,0,0.901496,0.716535,0,0.623333,0.000624994,1,0,0,0,0,0,0,1,,,,,
ElektroBetter,0.0333333,1.25834,0,0.606921,1,0.05,0.408333,0.423333,0.266667,0.840718,4.3733,1.14,0.0266667,2,0.480315,1.975,0,0,0.146666,0.222586,-1,-1,0,0.65,0.02,0,0,0,1,0,0,0,0,0,0,1,,,,,
CutNPaste,0,1.16668,0.32,0.990254,0,0.158333,0,0.563333,0.266667,0.0905846,4.9663,1.15354,0.0266667,2,0.480315,2.18504,0,0,-0.371076,0.222586,0.153333,-1,0,0.464567,0.559055,0,0,0,1,0,1,0.0166667,0,10,0,0,,,,,
Diamond1,0.516666,0.390093,0.806666,0.166667,2,0.708333,0,0.373333,0.625,0.908898,0.125984,1.04331,-4.76837e-09,1,0.466667,2.30315,0,-1,-0.433071,0.226786,-0.573333,-1,0,1,0.84252,0,0.943333,0.163333,0.979909,0,0,0,1,0,0,0,,,,,
Diamond2,0.516666,0.390093,0.806666,0.166667,2,0.708333,0,0.373333,0.625,0.908898,0.125984,1.04331,-4.76837e-09,1,0.466667,2.30315,0,-1,-0.433071,0.226786,-0.573333,-1,0,0,0.84252,0,0.943333,0.163333,0.979909,0,0,0,1,0,0,0,,,,,
Diamond3,0.516666,0.390093,0.806666,0.166667,2,0.708333,0,0.373333,0.625,0.908898,0.125984,1.04331,-4.76837e-09,1,0.466667,2.30315,0,-1,-0.433071,0.226786,-0.573333,-1,0,0,0.440945,0,0.943333,0.163333,0.979909,0,0,0,1,0,0,0,,,,,
Gargle,0.489677,0,0.943487,0.594711,1,0.169312,0,0.506667,2.15755,0.76378,-1.13386,0.948819,0.0592526,1,0.464567,3.07087,5,-1,1,0.0666729,0.14,-0.973925,0,0.858268,0.83151,0.0939285,0.383329,0.109924,1,0,0,0,0,0,0,1,,,,,
Flies,0.890038,1.07122,0.856073,0.758467,2,0.424669,0.314098,0.461188,0.0646592,0.514616,-7.79189,0.281045,-0.0388705,1,0.417323,4.11252,4,-1,0.624485,0.405533,0.737226,-0.060362,0,0.573938,0.829595,0.081762,0.984476,0.0974343,0.885179,0,0,0,1,0,1,0,,,,,
LittleStream,0.502211,0.266286,0.688577,1.50726,0,1.22408,1.77636,0.640372,2.44098,0.794331,-0.81792,1.5,-0.567885,1,0.929134,2.00787,4,0,1,0,0.578071,-0.798921,0,0.769682,0.620912,0.133237,0.486028,0.128021,1,0.388383,1,0,0,-7,1,0,,,,,
Hartford02,0.152212,0,1,1.28104,3,0.103815,0,0.603586,2.00032,0.824882,-11.2126,1.18504,-0.00787402,0,0.472965,1.00394,2,0,1,0.142791,-1,0.281626,0,0.76378,0.584747,0,0.0515121,0,0.97352,0,1,0,0,0,0,0,,,,,
Mechanic,0.237275,1.06564,0.662535,0.186799,1,0.809927,0.798118,0.575736,0.577919,0.142458,2.45887,-0.497331,0.228346,1,0.110236,1.4519,2,2,0.623788,0.179975,-0.0294279,-0.812666,1,0.738729,0.404307,0,0.356495,0.144986,0.992373,0.470545,0,0,1,3,2,0,,,,,
Monophonical,0.237275,1.06564,0.752535,0.186799,1,0.809927,0.798118,0.575736,0.577919,0.404803,2.45887,0.69685,0.244094,1,0.125984,1.4519,2,2,0.480315,0.179975,-0.0294279,-0.812666,1,1,0.404307,0,0.356495,0.144986,0.992373,0.461545,0,0.0366667,1,11,2,0,,,,,
RecklessSally,0.115052,2.09487,0.397711,0.143233,3,0.793907,0.841783,0.197251,1.89482,0.748588,10.9606,0.74501,0.023622,2,0.409449,3.01181,1,0,1,0.160099,-0.889696,-1,0,0.402779,1,0,0.400373,0,1,0.308248,0,0.0190098,1,0,0,0,,,,,
SteelWind5,0.2,1.56509,0,1.14167,3,0.058333,0.191667,0,0.175,0.90126,2.89764,0.793333,0.0393701,2,0.322835,1.075,0,0,0.732283,0,-1,-0.466667,0,0.416667,0,0,0.943333,0,0.979909,0,0,0.0966667,0,0,0,1,,,,,
TechDifficulties,0.863742,0.333333,0.08,0.284018,3,0.683516,0.716667,0,1.40712,0.875188,-14.7402,1.48793,0.0674959,2,0.469108,1.5,2,-1,1,0,0.54,-1,0,0.277459,0.979787,0.0885831,0.66193,0.0923305,0.968429,0.401086,1,0,2,0,1,1,,,,,
WhiteShadow,0.352572,1.07105,0.839339,1.14245,2,0.0897431,1.07995,0.897865,0.207587,0,2.14173,-0.5,0.0393701,1,0.416667,0,0,1,-0.795276,0.207413,0.0586166,-0.40394,0,0.787402,0.337087,0.100787,0.172097,0.0940442,1,0,1,0,0,-8,1,0,,,,,
Ripples,0.2169,2.4807,0.527875,1.40063,1,1.03141,0.576531,0.561532,1.98883,0.114216,7.24197,1.49428,-0.00787402,1,0.479843,2.00787,5,1,0.700787,0.232653,0.0588547,0.953419,0,0.000310123,0.440945,0.121283,0.42999,0.144745,1,0.191192,0,0,0,0,0,0,,,,,
BigChords,0.524747,2.45531,0.94563,1.29643,2,0.239228,0.359961,0,0.496619,0.369163,1.22793,0.664152,-0.576432,1,0.50979,2.26523,5,2,-1,0.188338,-0.516146,-0.895293,0,1,0.835574,0,0.620284,0.0664032,1,0.134318,0,0.30817,0,10,1,0,,,,,
Sparklers,0.274747,2.45531,0.94563,0.888097,2,0.239228,0.734961,0.0451181,0.496619,0.0229134,16,0.46063,0.0551181,1,0.50979,2.24409,0,0,-1,0,-1,-0.06,0,0.905512,0.835574,0,0.620284,0.0664032,1,0,0,0,0,0,0,0,,,,,
ScratchScream,0.947209,1.43492,0.727604,1.02819,4,0.694273,0.846707,0.822115,0.498885,0.924173,14.7402,0.30315,-0.299379,2,0.663648,3.29822,2,0,1,0.856391,0.551466,-0.268506,1,0.208626,0.850394,0.191583,0.353918,0.911582,1,0.194646,0,0,2,11,1,1,,,,,
Yesteryear,0.274747,2.45531,0.94563,0.579764,2,0.239228,0.776628,0.0944882,0.496619,0,16,-0.5,0.0551181,1,0.511811,0,0,0,-1,0,-1,-0.473333,0,1,0.835574,0,0.620284,0.0664032,1,0,0,0,0,0,0,0,,,,,
PinkPiano3,0.0333333,1.41667,0,0.748587,2,0,0.575,0.11811,0.641667,0.695039,3.90551,0.38189,0.02,1,0.518635,2.375,0,2,-0.826772,0.172189,-1,-0.613333,1,0.533333,0.946667,0.073334,0.88,0.0833333,1,0,0,0,0,7,0,0,,,,,
SoundscapeA,0.541666,1.08333,0.883333,0.925003,2,0.433333,0,0.243333,0.78333,0.656366,4.37334,0.519999,0.04,1,0.660157,2.1,0,0,-1,0,-1,-1,0,0.796667,0.82,1,0.95,0.27,1,0,0,0,0,0,2,0,,,,,
Sloppy,0.166667,0.15,0.93,0.215254,2,0,0,1,0.816667,0.850367,0.88189,1.5,0.023622,2,0.671969,2.42126,0,-1,1,0.193188,-0.813333,-1,0,1,1,0,0.88,0,1,0.426,0,0.0066667,1,-12,0,0,,,,,
DoubleMuug2,0.15,0,0.886667,0.340256,1,0.166667,0.850003,0.113333,0.274997,0.870709,5.66929,1.38976,0.00787402,2,0.472441,0,0,-1,0.354331,0.184788,0.06,0.0933333,0,1,1,0,0.88,0,1,0.441,0,0,1,-12,0,0,,,,,
HeGotIn,0.261252,0.676709,0,0.451508,2,0.319591,0.490347,0.525819,0.732789,0.707547,3.25339,0.517603,0.0393701,1,0.637795,0,0,1,1,0,-0.572026,-0.680309,0,0.895495,0.637136,0.0711179,0.735815,0.0912613,1,0,0,0,0,0,0,0,,,,,
HeGotIn2,0.261252,0.676709,0,0.451508,2,0.319591,0.490347,0.525819,0.732789,0.707547,3.25339,1.16929,0.0551181,1,0.637795,0,0,1,0.448819,0,-0.572026,-0.680309,0,0.895495,0.637136,0.0711179,0.735815,0.0912613,1,0,0,0,0,0,0,0,,,,,
SteppingForth,0.324988,2.05144,0.133425,0.178593,1,0.794357,2.38983,0.752457,0.397754,0.236772,-11.4646,0.61811,0.732283,2,0.259843,3.675,5,0,0.543307,0.285866,-0.944059,-0.907071,1,0,0,0.128605,0.151777,0.121394,1,0.603457,0,0.0687611,1,-3,1,1,,,,,
Focused,0.0333333,1.49167,0,0.765253,2,0.0916667,0.433334,0.156667,1.225,0.201282,12.6933,0.5737,-0.023622,1,0.440945,0,0,2,-0.478303,0.130192,-0.786666,-0.186667,0,0.136667,0,0.036667,0.88,0.166666,1,0,0,0,0,0,0,1,,,,,
Delta,0.133333,1.35834,0,0.97358,2,0.425,1.04167,0.533333,1.13333,0.504094,9.70079,1.5,0.0333333,2,0.448819,5.3,4,1,0.386667,0,-0.0666667,-1,0,1,1,0.0766677,0.88,0.0933333,1,0,0,0.0466667,0,0,0,0,,,,,
Obnoxious2,0,0.775006,0,0.398584,1,0.208334,0.225,0.236667,1.16667,0.97,-11.4646,0.870079,-0.0447767,1,0.11811,0,3,-1,0.568871,0,-1,-1,1,0.897638,0.700787,0,0,0.087292,1,0,0,0,0,0,0,1,,,,,
Obnoxious3,0,0.891673,0,0.398584,1,0.208334,0.225,0.176667,1.16667,0.160394,-11.4646,0.870079,-0.511811,1,0.795276,0,3,1,0.543307,0,-1,-1,1,0.897638,0.700787,0,0,0.087292,1,0,0,0,0,0,0,1,,,,,
DeepDark,0,1.52501,0,0.398584,1,0.208334,0.225,0.176667,1.16667,0.160394,-11.4646,0.870079,-0.732283,1,0.606299,1.95,0,0,0.511811,0.130192,-0.133333,-1,1,0.897638,0.700787,0,0,0.087292,1,0,0,0,0,-6,0,1,,,,,
Principio2,0.13451,0.70046,0,0.485822,1,0.128363,0.548228,0.102362,2.35242,0.190945,13.1272,0.681102,-0.0133333,2,0.485853,0,0,-1,1,0,-1,-1,0,1,1,0,0.243868,0.316667,1,0,0,0,0,0,0,1,,,,,
Beffa,0.208658,0.662371,0.84,0.375718,1,0.276828,1.829,0.126847,2.45788,0.653235,-3.74425,0.53937,-0.00787402,2,0.559055,0.649606,0,0,0.700787,0.128659,-0.798587,-0.780656,0,0.0708661,0,0.0925957,0.171044,0.089055,1,0.237,0,0.02,2,12,1,0,,,,,
Observer,0.153202,1.40473,0,0.927687,1,0.196048,0.653142,0.14,0.761521,0.710315,5.41732,0.208661,-0.00787402,1,0.228346,2.65748,0,0,0.796648,0,-0.833333,-0.32,1,0.85948,0.164342,0.115101,0.146035,0.0772822,1,0,0,0,0,0,0,0,,,,,
CouldItBe2,0.395503,0.662544,0.945196,0.650701,2,0.544427,0.694146,0.14587,2.38605,0.664488,3.65354,0.358057,0.522327,2,0.393701,1.775,0,0,0.685039,0,-0.56,-1,0,0.564464,1,0.108431,0.712965,0.034534,0.936919,0,0,0.0751199,0,-9,0,1,,,,,
DirtyLullaby,0.197232,0,0.947146,1.50247,4,0.789429,0.841667,0.141431,0.00779826,0.160394,1.95646,0.759843,-0.452578,0,0.475538,2.30315,2,1,1,0.0943338,-0.268648,-0.439822,0,0.345517,0.847545,0.00931714,0.581041,0.08033,0.994709,0.0787861,0,0,0,-8,0,1,,,,,
VariantSnS,0.141667,1.09325,0,0.528192,4,0.694273,0.846707,0.822115,0.498885,0.924173,9.94016,0.30315,0.511811,2,0.663648,0.708661,2,0,1,0.856391,0.551466,-0.268506,0,0.208626,0.850394,0.191583,0.353918,0.868249,1,0.0716456,0,0,1,11,0,1,,,,,
WithIcing,0.193877,0.266286,0.82191,1.17393,0,0,0,0.133705,2.44098,0.0534646,7.1811,1.27953,0.023622,1,0.452467,0,4,0,-0.386667,0,-0.395263,-0.865587,0,0.769682,0,0.133237,0.486028,0.128021,1,0,0,0,0,0,0,0,,,,,
Flower,0.15,1.01668,0,0.58192,2,0.166667,0.65,0.133334,1.225,0.660409,13.12,0.480472,0.0333333,1,0.503307,1.825,3,0,0.653543,0.15539,-0.66,-1,0,0.811024,0.464567,0.113334,0.88,0.12,1,0,0,0,0,0,0,0,,,,,
FourthDimension,0,1.56667,0,1.38192,1,0.0999997,1.48333,0.0698688,1.36667,0.623091,2.64567,0.260892,0.00787402,1,0.417323,1.8872,0,0,0.353333,0.243585,-1,-1,1,0.66,0,0,0.88,0.143333,1,0,0,0,0,12,0,0,,,,,
FourthDimension2,0,1.56667,0,1.27359,1,0.0999997,1.48333,0.0698688,1.36667,0.623091,2.64567,0.980315,0.00787402,1,0.417323,1.8872,0,0,-0.574803,0.243585,-1,-1,1,0.66,0.905512,0,0.88,0.143333,1,0,0,0,0,12,0,1,,,,,
SingItAgain,0.974289,2.42668,0.825188,1.76452,2,1.99224,1.96539,0.806627,0.975821,0.691447,-7.11711,1.4687,0.0333333,2,0.517612,0.625,2,1,0.572992,0,0.673333,0.166324,0,0.889764,0.80315,0.100264,0.0751113,0.1135,0.946387,0.122373,0,0.119436,2,0,0,1,,,,,
SHhhhh,0.153815,0.330434,0.940016,0.280215,2,0.358333,0.509121,0.200914,0.433694,0.261264,0.247769,1.23333,-0.00314397,2,0.358189,1.65354,0,0,1,0.247784,-0.766667,-1,0,1,1,0.0576529,0.63489,0.136766,1,0,0,0.123333,1,0,0,1,,,,,
NotTooHard,0.608333,1.81668,0,0.781917,1,0.641663,0.833333,0.31,1.25834,0.412441,11.7165,1.04331,0.0333333,2,0.503937,0.354331,0,0,0.79503,0,-0.7,-1,0,0.703333,1,0,0.88,0.18,1,0,0,0,0,0,0,0,,,,,
Ballad,0,0.85833,0,0.466667,0,0,0,0,0.649997,0.792167,10.7087,1.5,0.0591881,2,0.393701,2.34232,0,0,1,0.138591,-1,-1,0,0.114466,0.823333,0,0,0,1,0.102,0,0,0,0,0,0,,,,,
Ballad2,0,0.85833,0,0.466667,0,0,0,0,0.649997,0.792167,14.2933,1.5,0.0591881,2,0.606823,3.29232,0,0,1,0.281382,-1,-1,0,0.114466,0.823333,0,0,0,1,0.102,0,0,0,0,0,0,,,,,
CastDown,0.249583,0.675305,0.880068,1.20421,0,0.683601,0,0.438804,0.220245,0.197214,-11.963,0.325414,0.707886,2,0.841968,2.175,4,1,-0.042997,0.015739,-1,-0.0133333,0,0.541227,0.306066,0.103596,0.423033,0.0639774,0.995512,0.102453,1,0,0,-9,0,1,,,,,
Trickery,0.153815,0.330434,0.940016,0.280215,2,0.358333,0.509121,0.280914,0.433694,0.297874,0.823097,0.366142,0.016856,1,0.567165,0,3,-1,0.354331,0.297221,-0.749961,-1,0,1,0.787402,0.0576529,0.63489,0.136766,1,0.260001,0,0.0579278,2,-12,2,0,,,,,
LunchBreak,0.124954,1.25083,0,0.39002,2,0.0586673,0.54925,0.203345,1.09341,0.557559,16,0.0826772,0.00787401,0,0.472441,2.00787,2,2,-0.779528,0.231478,0.137152,-0.424191,0,0,0.511811,0.116598,0.60788,0.00904554,1,0,0,0,0,4,0,1,,,,,
BackStage,0.416667,1.56668,0.663333,0.998583,1,1.075,1.18333,0.146667,1.225,0.496457,11.52,0.665354,0.0333333,1,0.493648,2.625,3,1,0.543307,0.184788,-0.633333,-1,0,0.779528,1,0,0.88,0.0866663,1,0,0,0,0,0,0,0,,,,,
OneGlassNow,0.15,0.658347,0,0.365257,0,0,0.191664,0.826667,0.45833,0.465906,0.648399,0.129921,-0.0066667,1,0.354331,0,0,0,1,0,-1,-1,0,0.983333,0,0,0.88,0.0966667,1,0,1,0,0,9,2,0,,,,,
JoyfulPlants,0.158333,1.58333,0,0.898587,2,0,1.03333,0.2,0.983337,0.794331,4.40945,0.413386,0.0133333,1,0.709566,0.325,0,0,-0.50497,0.0580902,-0.593334,-0.626667,0,1,0,0.0199997,0.786667,0.113958,1,0.093,1,0,0,7,2,0,,,,,
